OBJECTID,SciName,CommName_E,CommName_F,Population,SpeciesID,SiteID,SiteName,CHApproach,CHMethod,Region,ProvTerr,LandTenure,UTMZone,Easting,Northing,Latitude,Longitude,Area_ha,Comments,DateEdited,CHStatus,CHDetail,CHVariant,FedDept,Shape_Leng,Shape_Area
811,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,663001.9165,5530011.62,49.9002602,-120.7301593,10.75825846,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2068.374838,107582.5846
812,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,661893.9987,5529818.986,49.89882981,-120.7456554,78.99285404,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,6843.207779,789928.5404
813,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,669386.012,5529299.158,49.89208403,-120.6416497,304.8182844,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,24964.05661,3048182.844
814,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,670901.1084,5530674.646,49.90401399,-120.6199659,8.193979346,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1773.164692,81939.79346
815,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,657652.7529,5530460.974,49.90573249,-120.8044055,6.793774432,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1258.497445,67937.74432
816,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,657067.821,5530540.161,49.9065981,-120.8125133,3.277786864,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,702.317678,32777.86864
817,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,657301.7239,5530607.137,49.90713858,-120.8092309,2.865984955,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,859.5240111,28659.84955
818,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,672976.1691,5531196.103,49.90810345,-120.5908612,1.445122148,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,588.3574212,14451.22148
819,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,671504.7825,5530924.428,49.90608584,-120.6114558,76.26484238,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,9019.202523,762648.4238
820,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,663598.972,5530464.917,49.90417103,-120.7216602,43.95383788,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,5642.845094,439538.3788
821,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,659830.5274,5530911.236,49.90920117,-120.7739139,72.3325605,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,7631.207981,723325.605
822,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,662958.9293,5531193.383,49.91089257,-120.7302589,67.09016605,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,7689.889579,670901.6605
823,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,672721.4053,5531831.621,49.91388801,-120.5941219,54.93400392,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,6564.339012,549340.0392
824,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,663538.9626,5531958.479,49.91761019,-120.7218627,18.90980715,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2854.085745,189098.0715
825,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,652687.1013,5531744.763,49.91855952,-120.8730022,5.67645717,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1170.58132,56764.5717
826,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,672246.9999,5532898.414,49.92361137,-120.6002478,0.176774096,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,245.9293808,1767.74096
827,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,671659.1741,5532817.605,49.92305429,-120.6084658,3.283308911,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1069.187015,32833.08911
828,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,674084.9488,5531879.686,49.9139245,-120.575125,171.2411296,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,8849.791817,1712411.296
829,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,664408.5107,5532723.466,49.92424663,-120.709434,15.03121809,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3860.652482,150312.1809
830,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,671982.3544,5532992.566,49.92453364,-120.6038895,12.89120914,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1692.115118,128912.0914
831,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,672337.163,5533255.505,49.92679429,-120.5988333,7.384914306,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1826.344605,73849.14306
832,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,674648.1593,5533983.694,49.932667,-120.5663352,1.254231035,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,568.1230705,12542.31035
833,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,658487.9391,5533706.211,49.93467831,-120.7914506,5.913807138,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,983.3859436,59138.07138
834,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,673519.7883,5534024.965,49.93336659,-120.5820252,16.81392176,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2706.969147,168139.2176
835,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,652890.1273,5533682.985,49.93592827,-120.8694079,30.42417489,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3653.894074,304241.7489
836,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,663135.0071,5534426.331,49.93989934,-120.7264416,9.461391614,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1410.08002,94613.91614
837,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,667871.0991,5534790.327,49.94185834,-120.6603352,8.096457787,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1249.895345,80964.57787
838,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,670877.5359,5533252.509,49.92718647,-120.6191529,181.8242256,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,15652.18597,1818242.256
839,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,673994.4335,5535047.167,49.94241417,-120.5749561,2.914547111,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1022.601691,29145.47111
840,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,669076.5885,5533142.35,49.92670874,-120.6442714,242.8638955,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,20894.23711,2428638.955
841,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,650521.8835,5534446.634,49.9433934,-120.9020887,14.95328213,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2383.855812,149532.8213
842,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,651331.4769,5534001.436,49.93918736,-120.8909878,99.15534915,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,8034.958339,991553.4915
843,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,648760.9339,5534483.267,49.94416385,-120.9266009,11.5931083,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1909.491908,115931.083
844,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,665055.2507,5533853.134,49.93422061,-120.6999478,297.9212804,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,21245.06419,2979212.804
845,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,653691.9566,5531404.053,49.91523976,-120.8591501,1712.635486,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,75382.98343,17126354.86
846,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,670782.8689,5535738.97,49.94955782,-120.6193694,5.46133633,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1087.215998,54613.3633
847,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,647988.2946,5535221.806,49.95099401,-120.9370787,0.055839717,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,119.162289,558.3971713
848,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,658016.414,5535384.537,49.94988714,-120.7973282,7.022510718,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1177.464224,70225.10718
849,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,649438.2395,5535349.435,49.95178005,-120.9168314,13.12012018,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1759.809139,131201.2018
850,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,647906.8061,5535560.323,49.95405689,-120.9380839,13.16875294,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2006.738126,131687.5294
851,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,658904.0779,5535159.424,49.94762841,-120.7850572,77.95453145,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,7393.313547,779545.3145
852,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,670951.6438,5536732.81,49.95844051,-120.6165779,2.145752438,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,623.9551846,21457.52438
853,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,650110.9979,5536146.323,49.95877383,-120.9071492,7.743076682,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1475.816751,77430.76682
854,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,664717.4344,5536317.225,49.95645839,-120.7035982,151.6142429,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,7448.159778,1516142.429
855,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,671489.9131,5536404.85,49.95533899,-120.6092262,34.40201094,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,4986.593031,344020.1094
856,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,650466.5809,5536604.958,49.96280655,-120.902016,10.27849164,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1519.887924,102784.9164
857,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,652717.3512,5536661.438,49.96274255,-120.8706334,9.388846224,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1798.43695,93888.46224
858,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,658970.8785,5537018.346,49.96431749,-120.7833596,36.08336174,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3174.938938,360833.6174
859,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,651487.3622,5536342.708,49.96019125,-120.8878964,181.4080095,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,13193.97547,1814080.095
860,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,671686.2741,5537923.586,49.96893031,-120.6058141,2.459252471,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,835.7017978,24592.52471
861,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,645437.1516,5537244.689,49.96980347,-120.9718533,1.995611692,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,651.182641,19956.11692
862,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,665060.2926,5537563.79,49.9675664,-120.698288,39.28832014,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,4371.986106,392883.2014
863,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,671266.8586,5538513.121,49.97434855,-120.6113952,1.527644807,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,476.6962631,15276.44807
864,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,671257.6969,5537758.684,49.9675716,-120.6118585,31.31727752,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,5834.382235,313172.7752
865,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,647597.5203,5537003.521,49.96710534,-120.9418394,123.5552895,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,11994.67008,1235552.895
866,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,649412.0206,5536140.925,49.95890067,-120.9168896,182.774042,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,17058.29002,1827740.42
867,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,645005.7959,5537704.214,49.97403889,-120.9776915,18.62399453,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2974.260268,186239.9453
868,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,648385.2243,5537269.038,49.96929652,-120.9307606,52.6624768,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,4864.957259,526624.768
869,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,650206.0847,5538017.134,49.97556492,-120.9050944,5.148090082,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1039.584153,51480.90082
870,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,666383.682,5538614.127,49.97663799,-120.6793956,11.36708645,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1813.206936,113670.8645
871,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,669977.9344,5536180.33,49.95375373,-120.6303849,485.3839037,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,26795.83381,4853839.037
872,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,660614.5771,5537876.767,49.97159225,-120.7601007,31.38597704,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,4593.290481,313859.7704
873,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,645275.6531,5538301.166,49.97933892,-120.973705,3.567117408,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,753.4102319,35671.17408
874,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,648105.137,5538188.47,49.97763019,-120.9343098,10.50564743,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1905.102906,105056.4743
875,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,660424.5282,5538671.346,49.97878444,-120.7624176,4.034120454,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1580.522874,40341.20454
876,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,644277.7713,5538213.493,49.97879306,-120.9876472,9.927867314,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1650.345163,99278.67314
877,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,651559.1195,5538165.159,49.97655318,-120.886179,48.21534261,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,5179.051113,482153.4261
878,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,651004.7788,5538681.524,49.98133484,-120.8937023,4.306481521,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1018.913343,43064.81521
879,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,650458.0733,5538597.594,49.98071862,-120.9013554,3.315249732,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1372.867109,33152.49732
880,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,660173.8437,5538938.835,49.98125579,-120.7657999,4.482739145,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1431.183324,44827.39145
881,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,645740.3883,5537403.548,49.97115738,-120.9675672,110.3200008,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,10980.19406,1103200.008
882,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,671678.6887,5539455.426,49.98269796,-120.6052363,5.843603164,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1498.128014,58436.03164
883,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,644886.5835,5538838.771,49.9842658,-120.9789256,9.309639132,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1353.255525,93096.39132
884,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,671976.3947,5539331.113,49.9814951,-120.601143,59.28641214,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,5575.554241,592864.1214
885,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,660631.7962,5539440.763,49.98564357,-120.7592077,3.172909612,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1324.405958,31729.09612
886,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,671454.7259,5539731.528,49.98524349,-120.6082344,6.01034301,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1635.343839,60103.4301
887,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,664328.3533,5539885.107,49.98862979,-120.7074945,6.612019431,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1437.67645,66120.19431
888,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,645747.1493,5539483.134,49.98984791,-120.966685,8.45495197,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1854.781225,84549.5197
889,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_1,Western,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,10,643964.5672,5539160.411,49.98738015,-120.9916583,20.71371173,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,4360.220482,207137.1173
